C5683	微信	华为手机服务:“手机服务”为华为手机用户提供立体在线服务，集成智能问答、用户指南、服务网点、花粉论坛等必备服务，旨在为用户提供统一的手机售后服务入口，帮助用户便捷定位和快速解决问题，让您安心、省心、放心地使用华为手机。 主要功能： 1、华为会员：华为提供给终端消费者的一项增值服务，是消费者尊贵身份的象征。会员可享受专属售后服务、VIP客服、应用和游戏特权、生活	http://appstore.huawei.com:80/images/app_defult.png	C183901:WiFi信号增强…,C20252:京东,C9319:QQ,C3466:酷狗音乐,C34075:手机淘宝,C5373:支付宝,C10191116:图片合成器,C10017070:高铁管家,C3382:百度地图,C10047107:滴滴出行,C5683:微信,C9319:QQ,C7166:微博,C23563:陌陌,C10085602:花粉俱乐部,C10154337:易信,C2543:QQ同步助手,C19185:百度贴吧,C31575:139邮箱,C30467:飞信,
C10132067	华为帐号	华为帐号，是您用于访问所有华为终端服务的帐号。使用华为帐号登录后，您将可以使用这台设备的华为云服务、应用市场、华为商城、花粉俱乐部、游戏中心（包含下载的游戏）、手机服务、钱包及更多服务。您可以在以上应用中登录或者退出。 华为帐号是系统应用，不支持打开操作。如需管理华为帐号或更新个人信息，EMUI3.0+手机可通过云服务、主题、音乐等应用，在我的界面点击	http://appstore.huawei.com:80/images/app_defult.png	C10067631:华为手机服务,C5373:支付宝,C31346:手机百度,C10057661:Google Play …,C2682:搜狗输入法,C10269239:单机斗地主,C10168550:亲情关怀,C21976:UC浏览器,C10145536:极品狂飙3D,C174391:百度云,C27162:华为应用市场,C66323:华为备份,C10055832:文件管理,C21976:UC浏览器,C10067631:华为手机服务,C10207207:华为云服务,C20679:QQ浏览器,C10059090:华为游戏中心,C10060708:华为支付,C2682:搜狗输入法,
C3466	酷狗音乐	华为手机服务:“手机服务”为华为手机用户提供立体在线服务，集成智能问答、用户指南、服务网点、花粉论坛等必备服务，旨在为用户提供统一的手机售后服务入口，帮助用户便捷定位和快速解决问题，让您安心、省心、放心地使用华为手机。 主要功能： 1、华为会员：华为提供给终端消费者的一项增值服务，是消费者尊贵身份的象征。会员可享受专属售后服务、VIP客服、应用和游戏特权、生活	http://appstore.huawei.com:80/images/app_defult.png	C34075:手机淘宝,C5683:微信,C183901:WiFi信号增强…,C9319:QQ,C290:酷我音乐,C10047107:滴滴出行,C185099:个性彩铃,C10220136:QQ音乐,C5373:支付宝,C54626:铃声多多,C10021449:音乐,C3466:酷狗音乐,C2002:爱奇艺,C20960:搜狐视频,C32569:优酷,C29156:腾讯视频,C290:酷我音乐,C2068:多米音乐,C10220136:QQ音乐,C10162466:爱看4G视频,
C29156	腾讯视频	华为手机服务:“手机服务”为华为手机用户提供立体在线服务，集成智能问答、用户指南、服务网点、花粉论坛等必备服务，旨在为用户提供统一的手机售后服务入口，帮助用户便捷定位和快速解决问题，让您安心、省心、放心地使用华为手机。 主要功能： 1、华为会员：华为提供给终端消费者的一项增值服务，是消费者尊贵身份的象征。会员可享受专属售后服务、VIP客服、应用和游戏特权、生活	http://appstore.huawei.com:80/images/app_defult.png	C183901:WiFi信号增强…,C10191116:图片合成器,C23632:谷歌翻译,C7256:快手看片,C20252:京东,C164990:移动练歌房,C34075:手机淘宝,C23707:违章查询,C10180621:最美锁屏,C22852:暴风影音,C10021449:音乐,C3466:酷狗音乐,C2002:爱奇艺,C20960:搜狐视频,C32569:优酷,C29156:腾讯视频,C290:酷我音乐,C2068:多米音乐,C10220136:QQ音乐,C10162466:爱看4G视频,
C10060708	华为支付	华为音乐是华为手机上内置的系统音乐播放器，旨在为用户提供一站式的音乐体验服务。无需安装第三方音乐软件，即可享受来自互联网的海量音乐资源。  亮点介绍 【清新界面】沉浸式界面，播放界面随音乐色彩变幻； 【丰富内容】全面升级曲库，畅享随心音乐体验； 【桌面歌词】新增桌面歌词，支持字体、颜色调整； 【听歌识曲】一键搜索，好音乐不	http://appstore.huawei.com:80/images/app_defult.png	C10174759:消灭糖果贺岁版,C10113531:保卫萝卜2,C10249215:超级玛丽酷跑,C10075868:地铁跑酷,C10099655:铁路12306,C183901:WiFi信号增强…,C20252:京东,C54626:铃声多多,C10057661:Google Play …,C174391:百度云,C27162:华为应用市场,C66323:华为备份,C10055832:文件管理,C21976:UC浏览器,C10067631:华为手机服务,C10207207:华为云服务,C20679:QQ浏览器,C10059090:华为游戏中心,C10060708:华为支付,C2682:搜狗输入法,
C10207207	华为云服务	华为音乐是华为手机上内置的系统音乐播放器，旨在为用户提供一站式的音乐体验服务。无需安装第三方音乐软件，即可享受来自互联网的海量音乐资源。  亮点介绍 【清新界面】沉浸式界面，播放界面随音乐色彩变幻； 【丰富内容】全面升级曲库，畅享随心音乐体验； 【桌面歌词】新增桌面歌词，支持字体、颜色调整； 【听歌识曲】一键搜索，好音乐不	http://appstore.huawei.com:80/images/app_defult.png	C10067631:华为手机服务,C32840:掌阅iReader,C183901:WiFi信号增强…,C174391:百度云,C23707:违章查询,C6337:百度输入法,C2682:搜狗输入法,C20252:京东,C10055832:文件管理,C10159654:更换字体管家(…,C27162:华为应用市场,C66323:华为备份,C10055832:文件管理,C21976:UC浏览器,C10067631:华为手机服务,C10207207:华为云服务,C20679:QQ浏览器,C10059090:华为游戏中心,C10060708:华为支付,C2682:搜狗输入法,
C3382	百度地图	【基本功能介绍】 用百度地图，快速定位你的位置，探索周边美食娱乐。 不但可以找位置，还能帮你“到这去”，公交、驾车、步行三种出行方式任你选择，还有蚯蚓路线、免费语音导航、时间胶囊让你出行无忧。 丰富的贴心功能，帮你玩转地图。离线地图，节省流量。收藏夹可以同步云端，实现电脑、手机、Pad三端贯通，永不丢失。 【温馨提示】 Andr	http://appstore.huawei.com:80/images/app_defult.png	C34075:手机淘宝,C20252:京东,C183440:签证侠香香,C10099655:铁路12306,C5683:微信,C174391:百度云,C183901:WiFi信号增强…,C2682:搜狗输入法,C10032732:百度导航,C31346:手机百度,C3382:百度地图,C20911:高德地图,C262:去哪儿旅行,C5157:携程旅行,C5745:天翼导航,C3403:高德导航,C39196:艺龙旅行,C10067576:116114,C12192:同程旅游,C10043914:和地图,
C10021449	音乐	【基本功能介绍】 用百度地图，快速定位你的位置，探索周边美食娱乐。 不但可以找位置，还能帮你“到这去”，公交、驾车、步行三种出行方式任你选择，还有蚯蚓路线、免费语音导航、时间胶囊让你出行无忧。 丰富的贴心功能，帮你玩转地图。离线地图，节省流量。收藏夹可以同步云端，实现电脑、手机、Pad三端贯通，永不丢失。 【温馨提示】 Andr	http://appstore.huawei.com:80/images/app_defult.png	C3466:酷狗音乐,C10220136:QQ音乐,C10191116:图片合成器,C10017070:高铁管家,C5683:微信,C174391:百度云,C9319:QQ,C5373:支付宝,C54626:铃声多多,C290:酷我音乐,C10021449:音乐,C3466:酷狗音乐,C2002:爱奇艺,C20960:搜狐视频,C32569:优酷,C29156:腾讯视频,C290:酷我音乐,C2068:多米音乐,C10220136:QQ音乐,C10162466:爱看4G视频,
C34075	手机淘宝	-----QQ•乐在沟通-----  √服务超过90%的移动互联网用户 √多人视频、文件多端互传，不断创新满足沟通所需 √致力于打造欢乐无限的沟通、娱乐与生活体验  -----主要功能-----  •聊天消息：随时随地收发好友和群消息，一触即达。 •语音通话：两人、多人语音通话，高清畅聊。 •视频聊天：亲朋好友，想念不如相见。 •文件传输：手机、电脑多端互传	http://appstore.huawei.com:80/images/app_defult.png	C5373:支付宝,C57804:天猫,C20252:京东,C10193357:微医,C10099655:铁路12306,C174391:百度云,C32569:优酷,C55726:明星同款-一闪…,C183901:WiFi信号增强…,C2060:导航犬,C34075:手机淘宝,C5373:支付宝,C10049053:华为商城,C5206:美团,C57804:天猫,C10608:大众点评,C20252:京东,C31975:墨迹天气,C135323:灵犀语音助手,C9136:唯品会,
C2002	爱奇艺	打开淘宝领金币-人人有份 手机淘宝（Android版）是阿里巴巴专为Android手机用户推出的满足其生活消费和线上购物需求的软件，具有查看附近的生活优惠信息、商品搜索、浏览、购买、支付、收藏、物流查询、旺旺沟通等在线功能，成为了用户方便快捷的生活消费入口	http://appstore.huawei.com:80/images/app_defult.png	C183901:WiFi信号增强…,C52577:爱奇艺PPS,C10047107:滴滴出行,C20252:京东,C185099:个性彩铃,C32569:优酷,C5683:微信,C10180621:最美锁屏,C10220136:QQ音乐,C22852:暴风影音,C10021449:音乐,C3466:酷狗音乐,C2002:爱奇艺,C20960:搜狐视频,C32569:优酷,C29156:腾讯视频,C290:酷我音乐,C2068:多米音乐,C10220136:QQ音乐,C10162466:爱看4G视频,
C32569	优酷	-----QQ•乐在沟通-----  √服务超过90%的移动互联网用户 √多人视频、文件多端互传，不断创新满足沟通所需 √致力于打造欢乐无限的沟通、娱乐与生活体验  -----主要功能-----  •聊天消息：随时随地收发好友和群消息，一触即达。 •语音通话：两人、多人语音通话，高清畅聊。 •视频聊天：亲朋好友，想念不如相见。 •文件传输：手机、电脑多端互传	http://appstore.huawei.com:80/images/app_defult.png	C183901:WiFi信号增强…,C174391:百度云,C10047107:滴滴出行,C20252:京东,C185099:个性彩铃,C10099655:铁路12306,C57236:今日头条,C3466:酷狗音乐,C5326:乐视视频,C2682:搜狗输入法,C10021449:音乐,C3466:酷狗音乐,C2002:爱奇艺,C20960:搜狐视频,C32569:优酷,C29156:腾讯视频,C290:酷我音乐,C2068:多米音乐,C10220136:QQ音乐,C10162466:爱看4G视频,
C121553	WPS Office	医多多致力于面向中国广大临床医生，专职护理人员以及医学院学生，提供专业的移动互联网工具和服务，帮助他们实现更大的生命价值和尊严。 病例分享：精选临床真实病例，实现医生病例自由分享，获得知识与价值，学以致用。 视频分享：分享国内外学术会议的专业报道、专家访谈、病例视频，让您在学习中获取知识、结识师长、广交朋友。 医问医答：和志同道合的医友一起	http://appstore.huawei.com:80/images/app_defult.png	C37127:PDF阅读器 …,C5373:支付宝,C10191116:图片合成器,C10047107:滴滴出行,C10129690:听歌学英语,C10159654:更换字体管家(…,C6981:1药网,C6468:金山词霸,C183901:WiFi信号增强…,C10113430:CAD快速看图,C121553:WPS Office,C10096044:金山WPS Of…,C381:网易有道词典,C37549:189邮箱,C5458:驾考宝典-驾校…,C10113015:作业帮,C6468:金山词霸,C10068705:扫描全能王,C10082485:名片全能王,C10191382:小猿搜题,
C7166	微博	【橙天嘉禾影城APP快乐上线】 你，喜欢电影？ 你，想在闲暇时想看一部电影放松？ 你，想在电影院约会心仪的对象？ 别想了，快下载吧！ 本款APP，想你所想，给你快乐，绝对不容错过！  【功能介绍】 1、：选影片、选影城、选座位、在线支付，四步购票，就是这么购方便！ 2、：影城排期实时查、剧照剧情时时看，官	http://appstore.huawei.com:80/images/app_defult.png	C34075:手机淘宝,C183901:WiFi信号增强…,C37161:YY,C5373:支付宝,C20252:京东,C5683:微信,C2682:搜狗输入法,C55726:明星同款-一闪…,C9319:QQ,C41529:万年历日历,C5683:微信,C9319:QQ,C7166:微博,C23563:陌陌,C10085602:花粉俱乐部,C10154337:易信,C2543:QQ同步助手,C19185:百度贴吧,C31575:139邮箱,C30467:飞信,
C9319	QQ	【橙天嘉禾影城APP快乐上线】 你，喜欢电影？ 你，想在闲暇时想看一部电影放松？ 你，想在电影院约会心仪的对象？ 别想了，快下载吧！ 本款APP，想你所想，给你快乐，绝对不容错过！  【功能介绍】 1、：选影片、选影城、选座位、在线支付，四步购票，就是这么购方便！ 2、：影城排期实时查、剧照剧情时时看，官	http://appstore.huawei.com:80/images/app_defult.png	C183901:WiFi信号增强…,C20252:京东,C5683:微信,C3466:酷狗音乐,C34075:手机淘宝,C5373:支付宝,C10191116:图片合成器,C3382:百度地图,C10047107:滴滴出行,C2682:搜狗输入法,C5683:微信,C9319:QQ,C7166:微博,C23563:陌陌,C10085602:花粉俱乐部,C10154337:易信,C2543:QQ同步助手,C19185:百度贴吧,C31575:139邮箱,C30467:飞信,
